time,HS,d,f,lw_in,lw_out,rh,sw_in,sw_out,t,max_glob,max_diff,max_direct,max_up,Diff_ratio,Glob_sum_ratio,f_QC1,HS_QC1,lw_out_QC1,d_QC1,sw_in_QC1,lw_in_QC1,t_QC1,sw_out_QC1,rh_QC1,f_QC2,HS_QC2,lw_out_QC2,d_QC2,sw_in_QC2,lw_in_QC2,t_QC2,sw_out_QC2,rh_QC2
1996-07-15 11:00:00,1.3074048,202.36989,6.8648,253.65114,309.66601,81.276667,736.0931099999997,413.71221,2.8367,1460.4932571809304,911.6457295479228,966.0270541590513,1138.3946057447445,0.6242039975642182,4.53033432557863,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 12:00:00,1.3185061000000002,195.92163,6.7221333,262.91592,311.01395,79.42,845.6872,475.46112999999997,3.0860000000000003,1431.938205756923,893.5608636460512,949.1008411746952,1115.5505646055383,0.6240219445599013,3.8677400696199578,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good
1996-07-15 13:00:00,1.323335,215.62876,8.1007,279.90306,310.74658999999997,72.223333,714.45425,412.52432999999996,3.8809332999999997,1345.225918715004,838.6430818528357,897.3235949967043,1046.1807349720032,0.6234217391930199,4.455424353820264,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 14:00:00,1.3313374,201.36653,7.0652333,261.83862,312.0908100000001,66.093333,788.43277,441.54055,4.7142667000000005,1208.1500627015812,751.8283730443347,814.2187652619012,936.520050161265,0.6222971766960376,3.4827822391104104,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 15:00:00,1.3412959999999998,205.4617,8.735866699999999,254.76264,309.14243,71.479667,680.25928,386.7904,4.1145333,1032.9759967310556,640.8847979296684,705.4523534007167,796.3807973848442,0.6204256439237749,3.519882574026437,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 16:00:00,1.3472312,206.47836,8.2886667,261.77706,307.73507,80.18,471.82802000000004,274.96296,3.7952,835.242723127474,515.6537246474002,578.4527724366404,638.1941785019792,0.6173699098108772,4.2427169307111905,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 17:00:00,1.3497543,211.77136000000002,7.5265667,260.13204,307.74621,81.68333299999998,358.41674,210.65767000000002,3.6645667,632.2564395542597,387.09574505103126,441.91939763861916,475.8051516434079,0.6122448437598095,4.278968726280287,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 18:00:00,1.3619253,208.03155,7.6589333,257.74146,306.56909,88.366667,297.1263,175.70203999999995,3.2940667,441.4545379795853,266.25454072040407,305.27157588508067,323.1636303836683,0.6031301477587636,3.6356370463331222,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 19:00:00,1.3619253,194.60977,6.8661,253.56222000000002,305.87098,91.36,185.00363000000002,109.80596000000001,3.3842667,278.9198170376965,163.31588412387438,178.15212172963777,193.13585363015721,0.5855298696894026,3.7091550447998793,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 20:00:00,1.3621557,196.3824,6.9318333,257.2524,305.84499,92.266667,118.25658,69.590317,2.9684667,158.7491320355286,87.20778362250142,70.42770018701269,96.99930562842285,0.5493433728064985,3.2619955231723585,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 21:00:00,1.3540967,186.45594,6.2671667,259.20522,305.83013,87.026667,64.881867,38.820057,2.6902333,100.0,50.0,0.0,50.0,0.5,3.8370320403686464,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 22:00:00,1.3531540000000002,201.97033000000002,5.8993667,264.3147,306.34257,74.367,22.918095,14.491997,3.6550333,100.0,50.0,0.0,50.0,0.5,11.867889502353284,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 23:00:00,1.35238,200.1429,5.6598,270.17316,305.58877,69.202333,2.5799573,2.586765,3.5980667,100.0,50.0,0.0,50.0,0.5,-14689.248938700866,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-16 00:00:00,1.3528195,196.11566000000002,6.4874333,274.89617999999996,305.1134600000001,69.639667,0.1100352,0.8355798000000001,3.2391667,100.0,50.0,0.0,50.0,0.5,-137.827502265195,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-16 01:00:00,1.3528195,202.45547,4.4395667,269.20187999999996,303.62441,72.709333,0.0,0.5811234000000001,2.6569,100.0,50.0,0.0,50.0,0.5,-172.08049099382333,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-16 02:00:00,1.3530718000000002,209.1054,6.4613,276.3531,306.03808,80.166667,0.085965,0.7943166,2.9062333,151.68432323797919,82.7334047173868,63.29687529280191,91.34745859038335,0.5454314786873887,-214.13705176635327,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 03:00:00,1.3534168,202.01742,5.3003667000000005,269.55414,303.94747,79.21333299999998,1.6130855,1.8609425,2.4247667,267.99756172085307,156.39845575654033,169.0450241073806,184.39804937668254,0.5835816369084929,-1081.2587972938154,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 04:00:00,1.3541363000000002,204.73161000000002,4.7878333,252.06767999999997,301.05478999999997,78.29,12.844873,8.9787403,1.9996333,427.6378103949023,257.50394658343805,294.94763758957816,312.1102483159218,0.6021543004947246,110.61126028987631,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-16 05:00:00,1.3546353,205.37032,5.1833,244.57788,300.15987,79.84666700000002,46.450623,28.997818,1.5021666999999999,616.5973702246703,377.17833447562447,431.0656352998892,463.27789617973616,0.6117092817606271,35.32941382343241,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 06:00:00,1.3554736,202.08822,4.4512667,240.31314,302.17992999999996,76.364667,134.4958,80.630307,1.7713332999999998,818.9247154274268,505.31898643737037,567.7442634471553,625.1397723419416,0.6170518204150498,15.203141562770565,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 07:00:00,1.3601643,200.53794,4.4399,237.42324,304.91294,75.34366700000002,305.02466,175.64994,2.5064333,1017.2261068469594,630.909867669741,695.5263413905126,783.7808854775676,0.6202257919090752,7.8626342677067,Good,Good,Good,Good,-r3(p)-r4(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p)-r4(p),Good,Good,Good,Good
1996-07-16 08:00:00,1.3634829,201.08938,5.3785,249.34194,305.12831,77.09666700000002,316.76453,186.42075,2.6554,1194.1231882760096,742.9446859081396,805.6351906533298,925.298550620808,0.6221675394987936,9.161336185554925,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 09:00:00,1.3639143999999999,211.42715,4.5701667,245.32343999999998,308.2066700000001,78.42,536.88703,309.06415,2.8642333,1333.8909284163174,831.4642546636675,890.5272616225557,1037.1127427330537,0.6233375135483052,5.854947178335719,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good
1996-07-16 10:00:00,1.3651678,194.42378,3.819,246.51018,308.20295,82.363333,623.65437,357.63177,2.6585667,1423.9820240551142,888.5219485682387,944.3905879636383,1109.1856192440912,0.623969919253594,5.352861087949347,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 11:00:00,1.3651678,194.3391,3.2958,251.37,309.33923,82.77,699.8905599999997,397.78002999999995,2.6775667000000003,1456.253928728915,908.960821528313,963.5348279583213,1135.0031429831324,0.6241774209815836,4.820268690167524,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 12:00:00,1.3715013999999999,184.34787,3.5381,258.8598,309.45063,82.61,753.18539,427.03244000000007,2.7497333,1427.7679604772188,890.9197083022387,946.640462215334,1112.214368381775,0.6239947477210909,4.377602472941666,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 13:00:00,1.3768293,177.17314,3.9547667,260.90496,309.42835,81.996667,788.1132299999997,445.68077,2.8679667,1341.0788602210525,836.0166114733331,894.8482464961032,1042.8630881768418,0.6233910892723572,3.916331005013523,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 14:00:00,1.3809305,188.19641000000001,5.2104333,260.04996,308.59285,82.39666700000002,717.26417,407.80059,2.9742333,1203.9856256041787,749.1908962159799,811.6823303945127,933.1885004833432,0.62225900399768,3.890556767953691,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 15:00:00,1.3828753,201.71993999999998,6.6475667000000005,258.54857999999996,308.29207,81.46333299999998,544.53531,315.44813,3.1784,1028.768825964164,638.2202564439705,702.8127008057041,793.0150607713312,0.6203728576688056,4.490730672769048,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 16:00:00,1.3863119,210.17752000000002,6.9679,254.18466,309.0681600000001,75.32,670.52005,389.1349,3.3457,830.9924120766639,512.961860981887,575.6749081265149,634.793929661331,0.6172882610323562,2.953220566460824,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 17:00:00,1.3891864,211.36168999999998,7.2409333,246.63672000000003,306.86987,78.93333299999998,582.16887,341.94272,3.0438332999999997,627.9977658265691,384.39858502349375,438.97856416047966,472.39821266125534,0.6121018352948268,2.6141940243664945,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 18:00:00,1.3915457,199.93025,6.6911333,256.59234,306.82531,81.79333299999998,462.44655,280.47861,2.9849667,437.2716383916337,263.60537098136797,302.15730263623385,319.817310713307,0.602841226910937,2.403014720019547,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 19:00:00,1.3947753,197.47897,6.442,264.024,305.6816,87.45666700000002,311.1412,190.83014,3.2528667,274.97928292451115,160.8202125188571,174.87944646409966,189.9834263396089,0.5848448319759649,2.2855694474349333,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-16 20:00:00,1.3942937,204.24102,7.1287,312.44436,307.00355,94.53,216.17332000000002,131.36841,3.2327667,155.43494537480905,85.10879873737906,67.10212332700327,94.34795629984724,0.5475525373792323,1.8328531375696184,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 21:00:00,1.3974393999999999,203.03833999999998,6.4204333,260.3988,303.54643,96.98666700000001,100.40677,62.762439,3.1137,100.0,50.0,0.0,50.0,0.5,2.656442480011134,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-16 22:00:00,1.3960521000000001,197.7586,6.0933333,258.67854,305.06519,99.746667,23.069185,14.676917000000001,2.5762667,100.0,50.0,0.0,50.0,0.5,11.91573005056559,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-16 23:00:00,1.3960521000000001,194.44818999999998,5.8690667,271.70874,307.54941,98.05,4.747247799999999,3.9006575,3.4487333,100.0,50.0,0.0,50.0,0.5,118.12089035274816,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 00:00:00,1.3945996999999999,199.93883,6.9228667,281.1582,306.28316,98.446667,0.5193327999999999,0.938842,3.6562333,100.0,50.0,0.0,50.0,0.5,-238.37379490127987,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 01:00:00,1.3943375,202.35452,6.8984333,270.85716,306.13833999999997,99.67,0.010315799999999998,0.567369,2.9787,100.0,50.0,0.0,50.0,0.5,-179.51606776516135,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-17 02:00:00,1.3934978,214.42715,6.1153,267.81678,306.56166,97.23,0.041263199999999986,0.8458956,3.1139,148.15239173176192,80.4965147634492,59.67234465287436,88.52191338540953,0.5433359112365367,-184.1243178024672,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-17 03:00:00,1.3939367,208.16401000000002,6.2254667,260.5698,306.5171,97.326667,1.8712931000000002,2.2773257,3.2945667000000003,263.6163809029588,153.62370790520725,165.36637313274096,180.893104722367,0.5827547870090762,-649.2492989552038,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 04:00:00,1.3938039,201.49086,6.3399,257.0472,305.99723,96.67666700000001,13.106137,9.1295177,3.055,422.86768395719406,254.48286650622288,291.3703562617909,308.2941471657552,0.6018025878089649,106.33848806125192,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 05:00:00,1.3941424,206.93077,6.1249667,258.40152,306.79931,94.723333,72.822601,41.447981,3.2905333,611.6608101046769,374.0518463996287,427.63838239952133,459.32864808374154,0.6115347594945884,19.495401381902848,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 06:00:00,1.3945021,201.83458000000002,6.0232667,287.65278,307.26347999999996,94.68333299999999,160.02688999999995,91.82625,3.3661333,813.9628783566832,502.17648962589925,564.4878207449015,621.1703026853464,0.6169525699252377,11.934827566965408,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good
1996-07-17 07:00:00,1.3977819,200.15072,5.8434,280.25874,306.74733,96.216667,303.44428999999997,175.44849,3.1134,1012.3313864714228,627.8098780985678,692.4451795653,779.8651091771383,0.6201624156758181,7.909098474101671,Good,Good,Good,Good,-r3(p)-r4(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p)-r4(p),Good,Good,Good,Good
1996-07-17 08:00:00,1.4020271999999998,208.36659,6.4083333,271.377,307.33775,96.85333299999999,425.83067,248.12104,3.708,1189.3490184844247,739.9210450401356,802.7200086691528,921.4792147875397,0.6221227188491814,6.692653732295907,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good
1996-07-17 09:00:00,1.4128106000000002,189.59437,5.9323,272.91258,309.18699,95.626667,517.86705,298.63372999999996,3.7815333,1329.2571352591895,828.5295189974868,887.7564394893383,1033.4057082073516,0.6233026680996022,6.063207614878934,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good
1996-07-17 10:00:00,1.4196021,187.65991,5.9827,276.34968,309.20927,93.553333,646.26577,366.3672,4.0137,1419.4802973716253,885.6708550020296,941.7319561148204,1105.5842378973005,0.6239402242088024,5.071409608743717,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good,Good,Good,-c2(p),Good,-r3(p),Good,Good,Good,Good
1996-07-17 11:00:00,1.4275167,190.08324,6.1277667000000005,269.53704,310.3047,95.28666700000001,711.1129,399.8675,3.8419333,1451.8546636031542,906.1746202819977,960.947997297708,1131.483730882523,0.624149677649614,4.6646622363034265,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-17 12:00:00,1.4421336999999999,189.22311000000002,6.3973333,270.11502,311.2516,96.54333299999999,762.9524,427.31030999999996,3.8042,1423.4285898300616,888.1714402257057,944.0796652151648,1108.7428718640494,0.623966278724064,4.2409120674646665,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-17 13:00:00,1.4507693000000002,189.95695,6.2117333,268.44948,311.02509,94.73,781.2916,439.5156,3.7603667,1336.7533146463222,833.277099276004,892.2655365629088,1039.4026517170578,0.6233589175699723,3.911197142708447,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-17 14:00:00,1.4570518999999995,188.47599,6.4534667,268.37766,310.89512,94.09666700000001,770.21167,434.74670999999995,3.8071333,1199.6343591380314,746.4350941207532,809.0309462282552,929.7074873104252,0.6222188356267874,3.5760347642210717,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-17 15:00:00,1.4630572,176.1713,5.7159333,264.14712000000003,309.32809,92.92,727.52787,415.24395,4.0175333,1024.3688714885816,635.4336186094349,700.0504025581047,789.4950971908653,0.6203171887545179,3.2802485362953737,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 16:00:00,1.4667201,178.02621000000005,6.4522333,265.52538,307.99872,93.43,639.91304,374.13705,4.0784,826.5472529548751,510.1465935380877,572.767152685572,631.2378023639002,0.617201970866557,3.1099395131775265,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 17:00:00,1.4702957,182.68454,8.023,266.8284,306.95899,92.98666700000001,559.67904,332.20002,3.9210667000000003,623.5477805047498,381.5802609863414,435.90162231160605,468.83822440379964,0.6119503154633309,2.7411221505383208,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 18:00:00,1.4752433999999999,174.61887,8.5946667,268.72992,307.1298,90.803333,432.30495999999994,260.18045,4.0587333,432.90895409360184,260.8423375926145,298.9024305899018,316.3271632748815,0.6025339395872514,2.5150918605002968,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 19:00:00,1.4789103000000001,177.83,7.6254667000000005,263.55546,307.28947,85.85333299999998,319.8592700000001,196.00715,4.8123667,270.88377346126697,158.2263898588024,171.4650344152605,186.7070187690136,0.5841117311570042,2.1871549187956307,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 20:00:00,1.4795339,171.03035,9.023333300000001,262.22508,304.52675,86.99,226.98927999999998,140.54496,4.1952333,152.02632840250973,82.95000798825617,63.64694039984333,91.62106272200779,0.545629226594456,1.7586618577427615,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 21:00:00,1.480452,161.54993000000005,8.199,280.16982,304.63815,90.936667,75.110139,46.014720000000004,3.3514667,100.0,50.0,0.0,50.0,0.5,3.4369671734234166,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-17 22:00:00,1.4810098,167.82651,8.516333300000001,300.02976,306.08635,94.923333,12.485244,8.154379400000002,2.4438332999999997,100.0,50.0,0.0,50.0,0.5,23.09007767178869,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-17 23:00:00,1.4901928999999998,180.78531,7.9906,299.75274,306.98868999999996,93.376667,2.0742051999999997,1.8367681,2.5536,100.0,50.0,0.0,50.0,0.5,421.1641735853408,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-18 00:00:00,1.4998293,196.93986999999998,9.0913333,301.45932,306.86615,94.47,0.2303862,0.567369,2.8904667,100.0,50.0,0.0,50.0,0.5,-296.75105079547086,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-18 01:00:00,1.4998293,198.9164,9.218666699999998,301.36014,306.8995700000001,96.00666700000001,0.103158,0.3816845999999999,2.9833667,100.0,50.0,0.0,50.0,0.5,-359.0321355303228,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-18 02:00:00,1.5002639,193.61265,9.291666699999999,301.70214,306.74361,97.673333,0.1684914,0.5020356,2.7466667,144.56945007924273,78.22731838352037,55.94976611293932,85.65556006339419,0.5411054572085715,-433.43415978824606,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
